ID,best_alpha,best_l1,df_shape,feature 1,feature 2,feature names,feature nr,meodel_complexity,method,random_state,real_test_mae,real_test_mse,real_train_mae,real_train_mse,test_mae,test_mse,train_mae,train_mse
416,0.1,0.01,"(1652, 6)",3Ssn Porch,,3Ssn Porch,1,1,elasticCV,1,58784.67796610169,7369605194.72155,55951.37409200968,6560315265.877724,0.3265510995252115,0.17770517623343066,0.31083111662206103,0.1632912976669453
417,,,"(1652, 6)",Screen Porch,,Screen Porch,1,1,lr,1,58766.213075060536,7324249578.6295395,55762.7887409201,6480007854.448547,0.32643984606129567,0.17667267784085897,0.3097274430935343,0.16143863702762007
418,,,"(1652, 6)",Screen Porch,,Screen Porch,1,1,huber,1,58753.69007263923,7475072287.2058115,55643.00786924939,6635111517.241526,0.32634119508891507,0.17747719323297953,0.3090045290353353,0.16243506362495902
419,,,"(1652, 6)",Screen Porch,,Screen Porch,1,1,lr_sgd,1,58774.26392251816,7336083624.394673,55791.299031477,6521511744.22155,0.32650857556695984,0.17649537138337146,0.30992191939157415,0.16197240920197487
420,23.357214690901213,,"(1652, 6)",Screen Porch,,Screen Porch,1,1,ridgeCV,1,58866.3196125908,7326421733.714286,55862.83050847457,6496619225.199758,0.32700015588860226,0.17662884822031336,0.3102970182281525,0.16179143798674736
421,10000.0,,"(1652, 6)",Screen Porch,,Screen Porch,1,1,lassoCV,1,58778.2397094431,7353012705.49879,56021.903753026636,6577415255.098668,0.3265516741934116,0.1775421057158936,0.31125667509812466,0.16378071333130365
422,0.1,0.01,"(1652, 6)",Screen Porch,,Screen Porch,1,1,elasticCV,1,58815.8813559322,7313146366.7046,55893.519370460046,6507583535.217917,0.3266980339253498,0.17623274443535106,0.31049123895042413,0.16200878442853106
423,,,"(1652, 6)",Pool Area,,Pool Area,1,1,lr,1,59035.45036319613,7128279891.474576,55834.14588377724,6456335227.888015,0.3359400177298198,0.2034018632485004,0.3104509356256442,0.16258782451995807
424,,,"(1652, 6)",Pool Area,,Pool Area,1,1,huber,1,58612.88377723971,7210607678.946732,55766.4098062954,6641336235.550242,0.32564216306153015,0.1760002114630284,0.30987278179863403,0.1635936732905862
425,,,"(1652, 6)",Pool Area,,Pool Area,1,1,lr_sgd,1,59168.37530266344,7130982239.271187,56876.7887409201,7029139084.863801,0.34260032769894033,0.22690918507803137,0.3177905413304528,0.18389240972230408
426,10000.0,,"(1652, 6)",Pool Area,,Pool Area,1,1,ridgeCV,1,58733.2397094431,7309378370.3196125,55999.3892251816,6554228544.110775,0.3262590327421687,0.17670580185687773,0.31112898091796864,0.16341082697833195
427,10000.0,,"(1652, 6)",Pool Area,,Pool Area,1,1,lassoCV,1,58778.2397094431,7353012705.49879,56021.903753026636,6577415255.098668,0.3265516741934116,0.1775421057158936,0.31125667509812466,0.16378071333130365
428,0.1,0.01,"(1652, 6)",Pool Area,,Pool Area,1,1,elasticCV,1,58769.016949152545,7278652499.791767,55978.26331719128,6538227004.061138,0.3263785738954628,0.17633439567431136,0.31101963571098923,0.16328588249283707
429,,,"(1652, 2)",Pool QC,,Pool QC,1,1,lr,1,58680.181598062954,7223595866.525424,55975.86259079903,6538101015.500606,0.3259820077473328,0.17566210007188066,0.31100614664278875,0.16327916397561767
430,,,"(1652, 2)",Pool QC,,Pool QC,1,1,huber,1,58589.60290556901,7394254556.6489105,55846.099273607746,6675319154.308717,0.3254341486080937,0.1764614986200763,0.31021120530052243,0.16387940232546144
431,,,"(1652, 2)",Pool QC,,Pool QC,1,1,lr_sgd,1,58661.382566585955,7260401764.559322,55949.67857142857,6558840406.880751,0.32586917064656423,0.17583661668120953,0.3108492961604072,0.1633062816584649
432,2976.351441631319,,"(1652, 2)",Pool QC,,Pool QC,1,1,ridgeCV,1,58687.31719128329,7302247091.089588,56003.80508474576,6560850205.403148,0.32602469346893365,0.17660856996975663,0.3111530379817504,0.16348657385589851
433,10000.0,,"(1652, 2)",Pool QC,,Pool QC,1,1,lassoCV,1,58778.2397094431,7353012705.49879,56021.903753026636,6577415255.098668,0.3265516741934116,0.1775421057158936,0.31125667509812466,0.16378071333130365
434,0.1,0.01,"(1652, 2)",Pool QC,,Pool QC,1,1,elasticCV,1,58681.56658595642,7237462175.0,55974.94007263923,6541625446.677361,0.32599025849844715,0.1757778898158612,0.3110053300820321,0.16328773323012627
435,,,"(1652, 5)",Fence,,Fence,1,1,lr,1,57125.00726392252,7047923114.736077,54029.1210653753,6319477780.748184,0.3162648119959046,0.17047831486353654,0.29856774720318224,0.15704757265618802
436,,,"(1652, 5)",Fence,,Fence,1,1,huber,1,57122.04842615012,7098115206.852301,54008.336561743345,6371408101.98184,0.3161718739991111,0.17026829360059864,0.298422411043117,0.15721560366116785
437,,,"(1652, 5)",Fence,,Fence,1,1,lr_sgd,1,57268.99031476997,7053533650.467313,54198.99273607748,6333816134.711864,0.3172096531980493,0.1706838641338934,0.2995677698458363,0.157524407763369
438,42.81332398719391,,"(1652, 5)",Fence,,Fence,1,1,ridgeCV,1,57127.341404358354,7050531111.530267,54021.803268765136,6320824416.903753,0.31627079909707184,0.17051459489999224,0.29852500883268934,0.15705931462390219
439,10000.0,,"(1652, 5)",Fence,,Fence,1,1,lassoCV,1,58778.2397094431,7353012705.49879,56021.903753026636,6577415255.098668,0.3265516741934116,0.1775421057158936,0.31125667509812466,0.16378071333130365
440,0.1,0.01,"(1652, 5)",Fence,,Fence,1,1,elasticCV,1,57124.28571428572,7061588719.694915,54039.82445520581,6328078711.584745,0.316229428700474,0.1706734220415565,0.29865669816546725,0.1571569834321731
441,,,"(1652, 2)",Misc Feature,,Misc Feature,1,1,lr,1,58930.20338983051,7348807926.542373,55931.39527845036,6544755623.073244,0.3275488919684095,0.1781165004260186,0.3106894033808203,0.16305957643761854
442,,,"(1652, 2)",Misc Feature,,Misc Feature,1,1,huber,1,58812.21549636804,7477402149.397095,55793.35108958838,6673021596.625908,0.3268024142458397,0.17826945570711544,0.3098537686387321,0.16364024481085732
443,,,"(1652, 2)",Misc Feature,,Misc Feature,1,1,lr_sgd,1,58859.92493946731,7362867510.113801,55891.573849878936,6562585822.577482,0.3270886660438154,0.17790942290132586,0.3104454940034825,0.163093013660819
444,483.2930238571752,,"(1652, 2)",Misc Feature,,Misc Feature,1,1,ridgeCV,1,58858.743341404355,7347110655.508474,55914.754237288136,6549101803.826877,0.3270706338932,0.17786220841435663,0.3105846081056725,0.16309651872692424
445,10000.0,,"(1652, 2)",Misc Feature,,Misc Feature,1,1,lassoCV,1,58778.2397094431,7353012705.49879,56021.903753026636,6577415255.098668,0.3265516741934116,0.1775421057158936,0.31125667509812466,0.16378071333130365
446,0.1,0.01,"(1652, 2)",Misc Feature,,Misc Feature,1,1,elasticCV,1,58887.15738498789,7347723361.138015,55918.57808716707,6546952069.659201,0.32725885038084995,0.17796821551924444,0.3106070222448459,0.16307065852244718
447,,,"(1652, 6)",Misc Val,,Misc Val,1,1,lr,1,60318.05569007264,8108001503.348668,55908.53026634383,6545039749.797821,0.33127858581716313,0.1831409732759668,0.3105165440394482,0.16292525181602394
448,,,"(1652, 6)",Misc Val,,Misc Val,1,1,huber,1,58863.48426150121,7481435763.1549635,55763.62167070218,6675046169.628935,0.32694050954308845,0.17825971497948134,0.30966506968061946,0.16367734221826813
449,,,"(1652, 6)",Misc Val,,Misc Val,1,1,lr_sgd,1,58746.29539951574,7360975399.510896,55872.44249394673,6572684155.447336,0.32635508904557886,0.17751357706946913,0.3103346091556016,0.16325040323587567
450,143.8449888287663,,"(1652, 6)",Misc Val,,Misc Val,1,1,ridgeCV,1,58902.72397094431,7348339010.118644,55921.748789346246,6546676791.896489,0.32736448837835236,0.17801644376099254,0.3106236362684712,0.16307430881150486
451,10000.0,,"(1652, 6)",Misc Val,,Misc Val,1,1,lassoCV,1,58778.2397094431,7353012705.49879,56021.903753026636,6577415255.098668,0.3265516741934116,0.1775421057158936,0.31125667509812466,0.16378071333130365
452,0.33598182862837817,0.01,"(1652, 6)",Misc Val,,Misc Val,1,1,elasticCV,1,58855.11380145278,7349044612.460049,55939.526634382564,6552267629.0411625,0.3270495814771598,0.17788944077399244,0.3107488201553746,0.16317935557450128
453,,,"(1652, 1)",Mo Sold,,Mo Sold,1,1,lr,1,58588.15254237288,7369564894.675545,55922.71428571428,6561902871.903148,0.32541912437724013,0.17787767681023672,0.3106536052223005,0.16321572343692806
454,,,"(1652, 1)",Mo Sold,,Mo Sold,1,1,huber,1,58630.44794188862,7515135947.159806,55771.18280871671,6694408257.532687,0.32567327773269783,0.17858978927736655,0.30973532815562776,0.16381260155944838
455,,,"(1652, 1)",Mo Sold,,Mo Sold,1,1,lr_sgd,1,58584.50847457627,7386323568.677966,55891.550242130754,6577335853.47155,0.325395778328584,0.17789119870153292,0.3104670543650085,0.16322564289529806
456,483.2930238571752,,"(1652, 1)",Mo Sold,,Mo Sold,1,1,ridgeCV,1,58620.19612590799,7363195715.552058,55928.30871670702,6562897352.202179,0.32560822392084093,0.17769322834789011,0.31069184724967597,0.16324466665189263
457,10000.0,,"(1652, 1)",Mo Sold,,Mo Sold,1,1,lassoCV,1,58778.2397094431,7353012705.49879,56021.903753026636,6577415255.098668,0.3265516741934116,0.1775421057158936,0.31125667509812466,0.16378071333130365
458,0.18329807108324356,0.01,"(1652, 1)",Mo Sold,,Mo Sold,1,1,elasticCV,1,58618.893462469736,7363374126.661017,55927.79418886198,6562838757.647699,0.3256006067107183,0.17769830423967853,0.31068862337583686,0.16324278720593424
459,,,"(1652, 1)",Yr Sold,,Yr Sold,1,1,lr,1,58772.60290556901,7351235888.835351,56020.49515738499,6577416485.052058,0.3265179515276276,0.1774824730113428,0.3112482098797669,0.1637798798935704
460,,,"(1652, 1)",Yr Sold,,Yr Sold,1,1,huber,1,58712.1985472155,7491523757.118644,55872.41828087167,6707242737.812954,0.3261531120843393,0.17805434470771964,0.3103531491110783,0.16435108873872015
461,,,"(1652, 1)",Yr Sold,,Yr Sold,1,1,lr_sgd,1,58757.80387409201,7369073913.188862,55991.40435835351,6593169693.3450365,0.3264292065388073,0.17751516627546954,0.31107379250621014,0.16379026753631462
462,10000.0,,"(1652, 1)",Yr Sold,,Yr Sold,1,1,ridgeCV,1,58777.4406779661,7352759397.828087,56021.70823244552,6577414544.071428,0.3265468930533605,0.1775335486072107,0.31125547491440275,0.16378049375762982
463,10000.0,,"(1652, 1)",Yr Sold,,Yr Sold,1,1,lassoCV,1,58778.2397094431,7353012705.49879,56021.903753026636,6577415255.098668,0.3265516741934116,0.1775421057158936,0.31125667509812466,0.16378071333130365
464,10000.0,0.01,"(1652, 1)",Yr Sold,,Yr Sold,1,1,elasticCV,1,58778.2397094431,7353012705.49879,56021.903753026636,6577415255.098668,0.3265516741934116,0.1775421057158936,0.31125667509812466,0.16378071333130365
465,,,"(1652, 9)",Sale Type,,Sale Type,1,1,lr,1,55216.200968523,6518309263.343825,52957.212469733655,5710848923.02724,0.30599664910007246,0.15571050084559213,0.29410527105807815,0.1447548271235026
466,,,"(1652, 9)",Sale Type,,Sale Type,1,1,huber,1,55401.893462469736,6672814314.94431,52689.79418886198,5851628088.595642,0.3075794458042801,0.15822062006892934,0.29261639157662345,0.1457861117775812
467,,,"(1652, 9)",Sale Type,,Sale Type,1,1,lr_sgd,1,55099.80387409201,6540368683.246973,52963.109564164646,5734102723.119249,0.30514653394773367,0.15563003902549497,0.29412514376842835,0.1451523762297238
468,12.742749857031335,,"(1652, 9)",Sale Type,,Sale Type,1,1,ridgeCV,1,55199.336561743345,6520722063.733656,52944.63680387409,5714526068.475787,0.3058691863071972,0.15571480099542784,0.294061519151662,0.1447674421593964
469,0.1,,"(1652, 9)",Sale Type,,Sale Type,1,1,lassoCV,1,57651.92493946731,7131811546.922518,54987.130145278454,6345907649.745157,0.3200648626464479,0.1715010733317241,0.3052807600880315,0.15777956873797178
470,0.1,0.01,"(1652, 9)",Sale Type,,Sale Type,1,1,elasticCV,1,55300.40677966102,6566290069.075061,53009.60532687651,5768702253.23971,0.30662730918672787,0.15682131549137251,0.29474370009385437,0.1457285562752924
471,,,"(1652, 6)",Sale Condition,,Sale Condition,1,1,lr,1,56294.91283292978,6657746167.523003,52817.26089588377,5720906170.969129,0.31220044343393805,0.15962341953309045,0.29315444601544355,0.14376536106352408
472,,,"(1652, 6)",Sale Condition,,Sale Condition,1,1,huber,1,56106.28329297821,6761364238.099274,52596.57203389831,5840494207.852905,0.31124100842579466,0.1600048429058681,0.2919716426849185,0.14437790833847522
473,,,"(1652, 6)",Sale Condition,,Sale Condition,1,1,lr_sgd,1,56284.42372881356,6671725740.641646,52791.8686440678,5737358724.568402,0.3121651151504869,0.15943341544687462,0.2930329462656251,0.1438265941200481
474,12.742749857031335,,"(1652, 6)",Sale Condition,,Sale Condition,1,1,ridgeCV,1,56286.35593220339,6656934100.767554,52797.83535108959,5722507886.502421,0.3121716951079166,0.15963685184633866,0.29305861670190825,0.14377341709961033
475,0.1,,"(1652, 6)",Sale Condition,,Sale Condition,1,1,lassoCV,1,57787.300242130754,7144908304.128329,54998.20399515738,6347726674.374698,0.32083926133258484,0.17193931740265928,0.3053414574947082,0.1578222940858176
476,0.1,0.01,"(1652, 6)",Sale Condition,,Sale Condition,1,1,elasticCV,1,56272.27360774818,6671997323.489104,52720.49939467313,5760004311.200363,0.31236497278409475,0.16043750688396127,0.29275368858453804,0.14459582483785488
0,,,"(1652, 79)",baseline mean,baseline mean,baseline mean,79,1,baseline mean,2,54330.4406779661,6626607080.0096855,57135.97397094431,6757875365.001816,0.2986097064029318,0.15153500949302257,0.31825492452874965,0.1702825493135586
1,,,"(1652, 79)",baseline median,baseline median,baseline median,79,1,baseline median,2,54112.84261501211,6771803733.25908,57020.31537530266,6915079841.636199,0.29729268319447627,0.15223725929773035,0.31755627381856816,0.17104731656324648
3,,,"(1652, 1)",MS SubClass,,MS SubClass,1,1,lr,2,54284.92978208233,6602541887.966102,57047.05992736077,6702360740.371065,0.29807833460785144,0.15119501463881477,0.31757705505774636,0.1691647873586995
4,,,"(1652, 1)",MS SubClass,,MS SubClass,1,1,huber,2,54078.88861985472,6692173316.118644,56953.10472154964,6807660309.877119,0.29695155666941514,0.15137802112408394,0.3170724169623901,0.16955632862291903
5,,,"(1652, 1)",MS SubClass,,MS SubClass,1,1,lr_sgd,2,54336.818401937046,6584226448.271187,57076.957627118645,6682190682.25908,0.29837604071007645,0.15121043470823392,0.31774994992526584,0.16918138176015748
6,143.8449888287663,,"(1652, 1)",MS SubClass,,MS SubClass,1,1,ridgeCV,2,54268.30508474576,6601686635.646489,57043.3789346247,6704609658.755448,0.29801357072801976,0.15111947617804988,0.3175761631809681,0.1691719587117376
7,10000.0,,"(1652, 1)",MS SubClass,,MS SubClass,1,1,lassoCV,2,54330.4406779661,6626607080.0096855,57135.97397094431,6757875365.001816,0.2986097064029318,0.15153500949302257,0.31825492452874965,0.1702825493135586
8,0.1,0.01,"(1652, 1)",MS SubClass,,MS SubClass,1,1,elasticCV,2,54261.63438256658,6601467465.300242,57042.47578692494,6705801328.107748,0.297988845156704,0.15109048075104686,0.3175797076434496,0.16918016647202538
9,,,"(1652, 7)",MS Zoning,,MS Zoning,1,1,lr,2,49694.47215496368,5999370141.508474,51862.53329297821,5927835824.203995,0.2680082968537996,0.12839631176397556,0.2829828030243513,0.13655273841510118
10,,,"(1652, 7)",MS Zoning,,MS Zoning,1,1,huber,2,49321.86924939467,6112421080.043584,51689.86259079903,6075871622.096247,0.26547137444723495,0.12808486552691703,0.28199246030919445,0.13799704108793956
11,,,"(1652, 7)",MS Zoning,,MS Zoning,1,1,lr_sgd,2,49914.27602905569,6010666368.213075,51970.85472154964,5929316413.081114,0.2696899216540829,0.13046562391242467,0.2839117865927107,0.13917597701582654
12,3.79269019073225,,"(1652, 7)",MS Zoning,,MS Zoning,1,1,ridgeCV,2,49673.03631961259,6001537810.227603,51856.17978208233,5930561813.901332,0.2674196259122216,0.12805049883287065,0.2829552893401372,0.13702074136138206
13,0.1,,"(1652, 7)",MS Zoning,,MS Zoning,1,1,lassoCV,2,52132.452784503635,6365254421.532687,54954.963075060536,6464184553.927966,0.28481162907583946,0.14127543135634477,0.304608515911953,0.15944003292829906
14,0.1,0.01,"(1652, 7)",MS Zoning,,MS Zoning,1,1,elasticCV,2,49814.336561743345,6032081093.702179,51884.55992736077,5961193129.995763,0.2690336806113695,0.13046774570716163,0.2833958459377111,0.13944995085337306
15,,,"(1652, 6)",Lot Frontage,,Lot Frontage,1,1,lr,2,50960.56658595642,5629120272.585957,52235.31537530266,5593253968.288741,0.27548991068818834,0.12523294226833873,0.28780453336617373,0.1417432821175356
16,,,"(1652, 6)",Lot Frontage,,Lot Frontage,1,1,huber,2,51735.59564164649,5816442839.668281,52718.8014527845,5689763626.653753,0.28466465149907605,0.14748076579100933,0.2916892550912451,0.14794793191518354
17,,,"(1652, 6)",Lot Frontage,,Lot Frontage,1,1,lr_sgd,2,52626.40920096853,6013443285.49879,54327.96368038741,6013038781.027845,0.2865193837421689,0.13252114385434213,0.3009516865938139,0.15183930584136754
18,0.1,,"(1652, 6)",Lot Frontage,,Lot Frontage,1,1,ridgeCV,2,51760.15254237288,5800254064.835351,53948.02542372881,5872419924.640436,0.283079386297928,0.1296892526404031,0.2997614376286677,0.15034674111067128
19,0.1,,"(1652, 6)",Lot Frontage,,Lot Frontage,1,1,lassoCV,2,53139.4382566586,6334418649.510896,55792.34745762712,6451262503.485472,0.2916118086652047,0.14262388985717625,0.31015707396094344,0.16162364152081682
20,0.18329807108324356,0.01,"(1652, 6)",Lot Frontage,,Lot Frontage,1,1,elasticCV,2,52523.58837772397,5985189296.83293,54296.23728813559,6006736564.443099,0.2862526801466223,0.13225498994507007,0.3008681283604277,0.1517992698899582
21,,,"(1652, 6)",Lot Area,,Lot Area,1,1,lr,2,49641.41162227603,5566853855.673123,51274.498789346246,5444113138.584745,0.2691258942176584,0.12320850681321871,0.28245210913774466,0.1384747571081211
22,,,"(1652, 6)",Lot Area,,Lot Area,1,1,huber,2,50800.699757869246,5692851272.162228,52808.460048426154,5888013194.566586,0.2776594670820005,0.12812015770196358,0.2919083395827902,0.14651307792435161
23,,,"(1652, 6)",Lot Area,,Lot Area,1,1,lr_sgd,2,51563.32929782083,5730927217.309927,53207.7808716707,5881355367.68523,0.2820977938080337,0.13012619890424254,0.2948545062797183,0.14817115753416585
24,0.18329807108324356,,"(1652, 6)",Lot Area,,Lot Area,1,1,ridgeCV,2,51038.59564164649,5626058034.910412,52925.213075060536,5803858625.130751,0.2791470712966319,0.12817921917602135,0.29271506587673496,0.14633133699615888
25,0.1,,"(1652, 6)",Lot Area,,Lot Area,1,1,lassoCV,2,52790.46973365617,6228483657.365618,54934.67978208233,6344898030.586562,0.2892805537676925,0.1401053534183059,0.3050231313838067,0.1581090213114078
26,0.1,0.01,"(1652, 6)",Lot Area,,Lot Area,1,1,elasticCV,2,51308.34382566586,5701545494.193705,53338.17312348668,5932729061.94552,0.2805585546932693,0.12935838661382093,0.2946494662698393,0.14820144110255723
27,,,"(1652, 2)",Street,,Street,1,1,lr,2,53981.26392251816,6579918488.731235,57099.823244552055,6741582606.144068,0.29608815195466653,0.14878137651576542,0.31798622041536356,0.1695008224155125
28,,,"(1652, 2)",Street,,Street,1,1,huber,2,53838.63196125908,6683831687.474576,56979.663438256655,6856230949.66707,0.2953487793399101,0.14896867603885422,0.31723225129023164,0.1699893554828404
29,,,"(1652, 2)",Street,,Street,1,1,lr_sgd,2,54045.622276029055,6562982328.42615,57141.09261501211,6720502120.180993,0.2965061008707242,0.14903075656918768,0.3182453647506796,0.16953658164687824
30,885.8667904100823,,"(1652, 2)",Street,,Street,1,1,ridgeCV,2,54048.56658595642,6589183012.266344,57105.30992736077,6743869275.916465,0.2966640047661359,0.14943860421150473,0.3180458935052519,0.16959607006175817
31,10000.0,,"(1652, 2)",Street,,Street,1,1,lassoCV,2,54330.4406779661,6626607080.0096855,57135.97397094431,6757875365.001816,0.2986097064029318,0.15153500949302257,0.31825492452874965,0.1702825493135586
32,0.1,0.01,"(1652, 2)",Street,,Street,1,1,elasticCV,2,53987.096852300245,6582558773.169492,57101.56416464891,6742100148.102905,0.29614705992460305,0.1489751192806771,0.3180070695232981,0.16951257738380165
33,,,"(1652, 2)",Alley,,Alley,1,1,lr,2,54367.3583535109,6529112990.782083,56762.921307506054,6642442750.581114,0.29886039464697517,0.1493552919690453,0.3158876730574711,0.16700030910527375
34,,,"(1652, 2)",Alley,,Alley,1,1,huber,2,54125.3607748184,6628288337.888619,56659.32021791767,6753399438.144673,0.2973895318556847,0.14956331103138934,0.3152452962398771,0.16746562435176626
35,,,"(1652, 2)",Alley,,Alley,1,1,lr_sgd,2,54445.75786924939,6508727246.702179,56809.155569007264,6619184377.275424,0.2993292947314025,0.14943777212294868,0.31616666853498815,0.1670255216531978
36,78.47599703514607,,"(1652, 2)",Alley,,Alley,1,1,ridgeCV,2,54345.75302663438,6530898906.411622,56749.16222760291,6644559550.145278,0.2987150584049962,0.14933376378893864,0.31579335488109095,0.1670070592469197
37,10000.0,,"(1652, 2)",Alley,,Alley,1,1,lassoCV,2,54330.4406779661,6626607080.0096855,57135.97397094431,6757875365.001816,0.2986097064029318,0.15153500949302257,0.31825492452874965,0.1702825493135586
38,0.1,0.01,"(1652, 2)",Alley,,Alley,1,1,elasticCV,2,54324.15254237288,6533600931.217917,56733.713075060536,6647760874.818402,0.29857454058524197,0.14932284817077496,0.31568919947822033,0.1670371635393735
39,,,"(1652, 4)",Lot Shape,,Lot Shape,1,1,lr,2,49563.40193704601,5970010853.489104,52843.8916464891,6012029694.185835,0.2700505367607888,0.13272974426343656,0.2925687927090865,0.14947869089594795
40,,,"(1652, 4)",Lot Shape,,Lot Shape,1,1,huber,2,49376.85472154964,6067697059.847458,52669.23789346247,6123777070.2596855,0.26888378595053336,0.13320174367399104,0.2915313717943008,0.14993067985399522
41,,,"(1652, 4)",Lot Shape,,Lot Shape,1,1,lr_sgd,2,49675.421307506054,5945891051.532687,52916.638014527845,5993786135.24092,0.2707599212940669,0.13255639568112768,0.2930766605145356,0.1495388954152872
42,12.742749857031335,,"(1652, 4)",Lot Shape,,Lot Shape,1,1,ridgeCV,2,49564.88377723971,5970086600.191283,52842.95399515738,6013343808.579904,0.27007041246726815,0.132714122249998,0.29257446248269187,0.14947984337298706
43,0.1,,"(1652, 4)",Lot Shape,,Lot Shape,1,1,lassoCV,2,51933.8813559322,6327227895.232446,55019.674334140436,6421885459.861985,0.28434151667706054,0.14164534572631693,0.3056683001865822,0.1597571302340026
44,0.1,0.01,"(1652, 4)",Lot Shape,,Lot Shape,1,1,elasticCV,2,49627.501210653754,5976884501.506053,52869.72760290557,6033214207.261501,0.2705381609035898,0.13265986054172746,0.29285505300096215,0.1496608460781306
45,,,"(1652, 4)",Land Contour,,Land Contour,1,1,lr,2,53492.63196125908,6281744979.024213,55527.82021791767,6339652812.189467,0.2935235055034399,0.14691605242804187,0.3094502280392322,0.1621547834319666
46,,,"(1652, 4)",Land Contour,,Land Contour,1,1,huber,2,53655.1186440678,6403087451.007264,55416.28813559322,6399364069.165859,0.29421652598912496,0.14983616582034404,0.3087854861788326,0.16288435677482163
47,,,"(1652, 4)",Land Contour,,Land Contour,1,1,lr_sgd,2,53682.259079903146,6289923825.024213,55535.549031477,6307097585.855327,0.29446752563205,0.1483882182935029,0.30950938846789844,0.1623616942530782
48,12.742749857031335,,"(1652, 4)",Land Contour,,Land Contour,1,1,ridgeCV,2,53483.86924939467,6283141648.595642,55532.439467312346,6341943004.122276,0.29349064185777113,0.14689384105386288,0.3094740123627352,0.16215820354221067
49,0.1,,"(1652, 4)",Land Contour,,Land Contour,1,1,lassoCV,2,54330.4406779661,6626607080.0096855,57135.97397094431,6757875365.001816,0.2986097064029318,0.15153500949302257,0.31825492452874965,0.1702825493135586
50,0.1,0.01,"(1652, 4)",Land Contour,,Land Contour,1,1,elasticCV,2,53528.05569007264,6306378296.026634,55667.59322033898,6375352640.335351,0.29398207603007875,0.146954770014741,0.31026042352497446,0.16255728173675368
51,,,"(1652, 2)",Utilities,,Utilities,1,1,lr,2,54351.16222760291,6625050753.133172,57075.027239709445,6747389219.980024,0.2994254680896492,0.15235414064029584,0.3176422455080481,0.1695963759212511
52,,,"(1652, 2)",Utilities,,Utilities,1,1,huber,2,54172.40193704601,6725764908.135593,56967.344430992736,6856391543.110775,0.29834738541944555,0.1527137803400226,0.3169931533691935,0.16999064236480077
53,,,"(1652, 2)",Utilities,,Utilities,1,1,lr_sgd,2,54329.341404358354,6633668980.179176,57060.73002421307,6756713137.939467,0.2993021222906846,0.15236943347788326,0.3175585451573909,0.16959980116008883
54,10000.0,,"(1652, 2)",Utilities,,Utilities,1,1,ridgeCV,2,54274.87167070218,6621620681.292978,57122.54479418886,6754655689.665859,0.2982509613422212,0.15131732963376615,0.3181680599782692,0.17010177322600714
55,10000.0,,"(1652, 2)",Utilities,,Utilities,1,1,lassoCV,2,54330.4406779661,6626607080.0096855,57135.97397094431,6757875365.001816,0.2986097064029318,0.15153500949302257,0.31825492452874965,0.1702825493135586
56,0.1,0.01,"(1652, 2)",Utilities,,Utilities,1,1,elasticCV,2,54330.3196125908,6623321185.23971,57079.297215496365,6747848116.677361,0.29909794685959207,0.15195220744141277,0.31771871908496496,0.16960706624019387
57,,,"(1652, 5)",Lot Config,,Lot Config,1,1,lr,2,53145.56900726392,6424267911.099274,56513.23789346247,6639311201.729419,0.29194556541337474,0.14684329869703572,0.31467215822690725,0.16700335707211258
58,,,"(1652, 5)",Lot Config,,Lot Config,1,1,huber,2,53087.45520581114,6535756677.6489105,56397.357142857145,6748030154.642858,0.291446176244761,0.14742999452818703,0.3139709983141777,0.16742082973642822
59,,,"(1652, 5)",Lot Config,,Lot Config,1,1,lr_sgd,2,53159.51573849879,6397035410.895884,56566.62530266344,6618981327.881961,0.2920711314368458,0.14666965062818338,0.3149883692963824,0.16705667563893445
60,263.6650898730358,,"(1652, 5)",Lot Config,,Lot Config,1,1,ridgeCV,2,53229.33171912833,6439229482.74092,56516.4794188862,6642846982.891041,0.29236076693004887,0.14700947316117524,0.3147045000333254,0.16705932858531009
61,10000.0,,"(1652, 5)",Lot Config,,Lot Config,1,1,lassoCV,2,54330.4406779661,6626607080.0096855,57135.97397094431,6757875365.001816,0.2986097064029318,0.15153500949302257,0.31825492452874965,0.1702825493135586
62,0.1,0.12,"(1652, 5)",Lot Config,,Lot Config,1,1,elasticCV,2,53389.28329297821,6455188938.51816,56581.44309927361,6656278444.912833,0.2932512414207638,0.14731967116194283,0.31507885923946527,0.16735900521989877
63,,,"(1652, 3)",Land Slope,,Land Slope,1,1,lr,2,54295.34866828087,6585148489.823244,56945.733656174336,6729473513.343825,0.29837642397103686,0.1512548272116,0.31715458357950194,0.16979773081963928
64,,,"(1652, 3)",Land Slope,,Land Slope,1,1,huber,2,54171.702179176755,6669232660.060533,56790.514527845036,6824064864.280871,0.2975547344936213,0.15191983228259157,0.3162469318569058,0.1703657707787217
65,,,"(1652, 3)",Land Slope,,Land Slope,1,1,lr_sgd,2,54364.782082324455,6564532341.581114,56953.390435835354,6706171556.661622,0.2987685734290666,0.1513878104179616,0.31721609952093405,0.16984515291875568
66,2976.351441631319,,"(1652, 3)",Land Slope,,Land Slope,1,1,ridgeCV,2,54298.20823244552,6609182482.74092,57062.87046004843,6745062705.883778,0.29841596167590906,0.1513261080646651,0.3178231980251955,0.17000070359309635
67,10000.0,,"(1652, 3)",Land Slope,,Land Slope,1,1,lassoCV,2,54330.4406779661,6626607080.0096855,57135.97397094431,6757875365.001816,0.2986097064029318,0.15153500949302257,0.31825492452874965,0.1702825493135586
